,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_shortest_path,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
31890808,1002,2090,4,9992,10449207,0.5003623472941032,0.2866237610630049,4,9999,10390294,0.4971929728858053,0.2899897102758851,27443,316.0,1,11,2639313,0.2993501729877751,0.1927707344899894,5063626,0.5059073339901423,0.2909902673902984,165,1303,66,120,2161,5345,4093,SSP
31892424,502,1040,2,1000,515861,0.4960201923076923,0.2864240444622568,1,1000,518012,0.4980884615384615,0.2907774424206769,3357,2236.0,1,11,128849,0.2798516134216876,0.1750577114305435,246713,0.4924411177644711,0.2970271582876341,170,3061,3076,3266,34320,66147,6280,Network Simplex
31894938,502,1095,1,10,5901,0.5389041095890411,0.2826532556882156,1,100,56636,0.5172237442922374,0.2905160896410355,12,2236.0,1,6,1521,0.3373253493013972,0.1860935777491658,25694,0.5128542914171657,0.2931432598320775,189,1447,5541,8494,40287,120587,5282,Network Simplex
31895606,102,200,1,100,9800,0.49,0.292320030103994,11,1000,93427,0.4671349999999999,0.2948873459051779,371,100.0,1,11,2731,0.3181129877693652,0.2178188545301402,45916,0.4546138613861386,0.2861381294319103,75,175,22,34,347,702,496,SSP
31899410,10002,20000,1,10000,100489382,0.5024469100000001,0.2886981386283117,1,10000,100223781,0.501118905,0.2901871470415273,353684,10000.0,1,101,27027549,0.3102737831842533,0.1971024092754804,50175799,0.5017078192180782,0.2911792399809336,14098,53249,97498,89907,12788426,23875838,1176999,Network Simplex
31899561,1002,2090,1,10,11448,0.5477511961722488,0.2874025157148751,2,9997,10641929,0.5093360065435899,0.2863739579200544,38,31622.0,1,11,3097,0.3437673437673438,0.1877848950216666,5066754,0.5067266300622993,0.2905581829499674,253,1840,1432,2146,43056,212026,10725,Network Simplex
31913069,402,800,1,100,40909,0.5113624999999999,0.2954247257657185,7,9999,3994660,0.4993824382438244,0.2892163319638502,724,20000.0,1,21,11223,0.3413113557569491,0.223907414885376,2016988,0.5038460644941788,0.2819280729411796,253,1493,1361,1872,33243,76959,9649,Network Simplex
31914719,1002,2030,20,9998,10273010,0.5061608380789459,0.2852561759926323,1,999,1005965,0.4960453063901339,0.290411992225734,65009,3162.0,1,21,2738204,0.3139165172674468,0.1902744994937318,481867,0.4818674818674818,0.293276668492948,1131,5288,14583,11084,198025,425698,28333,Network Simplex
31916321,1002,1910,1,100,96632,0.5059267015706806,0.2905518397647674,1,1000,952752,0.4988230366492147,0.2894642082300956,4265,316.0,1,101,28703,0.3221834345429851,0.2079627037830142,496539,0.4965394965394965,0.2861673473920802,701,3507,1746,784,71624,176555,27555,Network Simplex
31917806,102,200,1,999,107043,0.5357507507507507,0.305268707130493,46,9995,1026321,0.5134172086043021,0.2806198530125395,4156,10000.0,1,11,30007,0.3741801132254283,0.2652154509911292,523473,0.5185493736967494,0.2986120175809399,42,190,92,168,2369,3662,1033,Network Simplex
31920167,1002,1970,1,1000,984938,0.4999685279187817,0.2891884777428974,2,1000,992401,0.5037568527918781,0.2901819650824817,17267,316.0,1,51,274510,0.3000391293607923,0.1918065754537634,501502,0.5015025015025015,0.2922514726186356,544,2435,1200,1033,87780,171544,29082,Network Simplex
31921581,202,410,20,9985,2122834,0.5185422035492263,0.2907463092487321,55,9980,2104377,0.5142912654577447,0.28837831851965,37142,1414.0,1,11,567093,0.2980832761706523,0.1877703379912751,967794,0.4824544611611281,0.2962071754933765,52,288,95,276,4297,10373,2375,Network Simplex
31925808,10002,20000,1,1000,9982373,0.49911865,0.2876953836476656,1,10000,99880081,0.4994004049999999,0.2884687411892941,34786,1000.0,1,101,2679016,0.2934006708858139,0.1878688738915107,50082504,0.5008751375312559,0.2898377643641707,15014,27610,7807,8453,11505419,20413084,830168,SSP
31930918,102,215,1,100,10235,0.4760465116279069,0.2801273758022907,42,9992,1129941,0.5259747332749921,0.2953348504949421,170,1000.0,1,6,2513,0.3504392692790405,0.2423294540746083,540564,0.5428662959611713,0.3022680129729724,23,128,38,46,637,2645,717,Network Simplex
31931519,1002,1970,1,1000,982848,0.4989076142131979,0.2872198376151771,3,999,974784,0.4953095227206902,0.2895898185361368,18826,316.0,1,51,274935,0.3333256549275967,0.2130251421399802,495252,0.4952524952524952,0.2865281389334504,582,2340,971,925,116738,201662,25471,Network Simplex
31936144,2502,5000,3,9998,25149821,0.5030970394078816,0.2861941569548368,1,1000,2504648,0.5009296,0.2902872429919028,176665,5000.0,1,51,6844100,0.3167664523494919,0.2014412986983166,1252026,0.5006101559376249,0.2894659416032849,3286,16009,66968,25564,1230607,4670518,184498,Network Simplex
31939680,1002,2090,1,100,104349,0.4992775119617224,0.2887236464852553,1,10,11771,0.5632057416267943,0.2845802092019507,314,316.0,1,11,26159,0.2780092248177354,0.1831508751465636,5601,0.5595404595404595,0.2862332251019024,549,3249,9948,7440,68958,249963,18551,Network Simplex
31946648,502,1095,10,9995,5393351,0.4927898652522608,0.2890807858306986,14,9981,5444297,0.4981425438927569,0.2885698699593471,13971,223.0,1,6,1233990,0.3453524806808145,0.2204346453361484,2535556,0.5070624205951387,0.2873548809017322,67,537,79,102,1880,9422,2061,Network Simplex
31947226,10002,20000,1,100,1008645,0.5043225,0.2889117702582399,1,1000,9990165,0.49950825,0.2885498021692919,3444,10000.0,1,101,271997,0.2924406484082774,0.1839577001904132,5001064,0.5000563943605639,0.2889185643493258,40054,211377,894456,172636,29466726,120171440,2118220,Network Simplex
31948197,2502,5000,1,100,252569,0.5051380000000001,0.2898825640772484,1,1000,2495146,0.4990292,0.2877846888688833,1556,5000.0,1,51,67967,0.283082600293216,0.178275118015645,1251308,0.5003230707716914,0.2882792022053567,3215,13133,49979,16980,1138354,4718594,171667,Network Simplex
31952175,1002,1910,3,10000,9454091,0.4949785863874345,0.2859238725561021,4,10000,9683449,0.5069868586387435,0.2919841933254469,398439,3162.0,1,101,2821364,0.3482695483189737,0.2252261366569609,5116864,0.5113286233622335,0.2917187859545687,866,3249,2157,2024,172910,254384,34998,Network Simplex
31953107,1002,2030,2,9992,10143952,0.5001021506860661,0.2870256191648779,1,1000,1016473,0.5007256157635468,0.2891657579152988,61792,316.0,1,21,2685626,0.3090592163279642,0.1958796447133687,492240,0.4917482517482517,0.2845472288285488,604,1844,481,840,32514,84230,11255,SSP
31957644,102,215,21,9975,1126326,0.5251855219443958,0.2748264015496068,39,9969,1096044,0.5113731637844761,0.3150084750885192,18800,10000.0,1,6,292327,0.4044615333528881,0.2281374361844893,470420,0.4900182811547856,0.3410483580667049,30,218,82,109,902,2292,672,Network Simplex
31958276,5002,10050,2,10000,50408260,0.5015747263681591,0.2897742329806982,1,10000,50633818,0.5038190845771144,0.2889527746640057,163754,70710.0,1,51,13400120,0.2992504023206974,0.1924092724341365,25307030,0.5060393921215757,0.2899922964038108,6445,32354,138886,92828,6091674,25394168,542688,Network Simplex
31958648,1002,2090,1,10,11374,0.5442105263157895,0.2857835258045048,1,1000,1027590,0.4916698564593301,0.2889338430270688,35,316.0,1,11,3076,0.3414363414363414,0.1798852607007636,495298,0.4948031968031968,0.290770426262681,257,1006,428,1019,7306,24739,5937,Network Simplex
31959781,1002,1970,1,10,10881,0.5523350253807107,0.2879423402545964,1,9997,9787327,0.4969677197575516,0.2824611437097197,203,316.0,1,51,3265,0.3624153624153624,0.1962709223306177,4858871,0.4855473625104515,0.2783093587055512,635,1351,338,277,30724,58409,15928,CAS
31961491,2002,4080,5,9996,20391150,0.4999830814678813,0.2883451468141156,1,100,206006,0.5049166666666667,0.2885059433184442,65338,447.0,1,21,5285761,0.2795005523373114,0.1800055542370155,98784,0.4936731634182909,0.288495470165971,1112,13436,15920,12103,312645,845973,62295,Network Simplex
31963205,27,50,1,10,281,0.562,0.2792060171271385,114,9320,248609,0.5334957081545064,0.307992555571437,30,50.0,1,6,93,0.5109890109890111,0.2889190511018661,115900,0.5277249091621058,0.3043598585225234,9,31,6,6,39,58,61,SSP
31968102,10002,20000,1,9999,100204977,0.5010749924992499,0.288892246013303,1,100,1012703,0.5063515000000001,0.2889180566315474,334601,1000.0,1,101,26873934,0.3054939390099189,0.1949475185825303,504829,0.5047785221477852,0.2896109907963728,27101,80836,386494,143097,13370866,65034786,1531260,Network Simplex
31969944,1002,1970,5,9996,9843608,0.4998754831881991,0.290134746978006,3,9998,9714687,0.4932299657901123,0.285661770372523,187621,3162.0,1,51,2701338,0.3360278123072296,0.2158638309054098,5069346,0.5065294777237166,0.2849997287998713,664,3750,1564,1249,175799,309253,28827,Network Simplex
31971037,502,905,1,1000,457636,0.505675138121547,0.2857320471211669,11,9982,4654139,0.5151968571052203,0.2917624147404467,42706,223.0,1,101,154979,0.3444758589724782,0.2192225486134803,2554172,0.5107340918243657,0.2918789634794592,662,708,103,112,9679,6987,7568,SSP
31976001,52,95,348,9887,492846,0.5247145374308635,0.2996397905338057,89,9981,537173,0.5665216543010667,0.2753203417497828,47917,7071.0,1,11,159691,0.3783922753391386,0.2518768343618213,276774,0.5437271993257778,0.2740465436913596,21,185,36,34,357,450,360,Network Simplex
31976688,27,50,9,9749,230376,0.4726146271412453,0.3069962795348094,79,9961,259204,0.5204377070575243,0.273997390678374,20754,5000.0,1,6,64699,0.4003898756111146,0.3046698036110799,124483,0.4894007658497079,0.2648743507666344,25,64,37,72,285,473,348,Network Simplex
31978670,202,410,1,100,21054,0.5135121951219512,0.2800851022197099,5,998,217791,0.5322620851459016,0.2932924933221936,364,1414.0,1,11,5758,0.3536637798661016,0.2053750820011756,108290,0.5398358906868463,0.2834950266706253,149,979,386,793,11740,27637,2466,Network Simplex
31980523,52,105,2,100,5542,0.5278095238095237,0.3071589659858352,26,9961,507692,0.4854092866942983,0.2920963758352012,133,707.0,1,6,1367,0.3829131652661064,0.2428657043777285,240243,0.4729090511819626,0.3113007590206632,14,96,13,18,188,502,292,SSP
31980864,202,390,2,9989,2030899,0.521316781793306,0.2855045430146333,6,1000,197407,0.5061717948717949,0.3083856621835201,69130,141.0,1,21,603818,0.3664393329764934,0.2223774033356588,99023,0.4926517412935323,0.3026258187573558,82,539,113,173,3063,3322,2504,Network Simplex
31982279,52,105,1,2,168,0.8,0.2449489742783178,9,997,51972,0.4964608110044419,0.2931059898444703,7,70.0,1,6,60,0.5882352941176471,0.1906100205414077,26488,0.526213322208316,0.290741546490983,12,45,14,22,63,112,110,Network Simplex
31985979,502,1040,1,2,1548,0.7442307692307693,0.2499334230876922,1,100,53737,0.5167019230769231,0.2891362927159656,14,223.0,1,11,539,0.5379241516966068,0.1323776210935827,25023,0.4994610778443114,0.2900084467453812,116,531,323,444,14490,47700,3544,Network Simplex
31988600,252,455,1,100,23219,0.5103076923076924,0.2872719618248855,2,998,230585,0.5077958114030259,0.297316235895629,2173,158.0,1,51,7675,0.3435695420564931,0.2078318766914453,131258,0.5239882154747743,0.3041078701937811,162,520,162,155,12464,5257,3334,CAS
31992867,102,185,1,2,281,0.7594594594594595,0.2498209731522452,29,9979,867572,0.4699447217535202,0.2893714903869915,29,100.0,1,21,119,0.5891089108910891,0.1913480008919573,471282,0.4694324362013666,0.292333832257011,35,73,13,18,270,312,352,SSP
31993223,52,95,31,990,50514,0.5370972886762361,0.2831585161813782,160,9896,442097,0.4702559247755605,0.3062220405220011,4566,70.0,1,11,16536,0.4156862745098039,0.2426361409161564,258612,0.5124114318322317,0.3025210311515285,15,84,9,9,110,120,151,SSP
31994904,1002,1910,1,2,2856,0.7476439790575916,0.2499888980841328,1,9997,9420968,0.4933924156304483,0.2878846368504298,131,316.0,1,101,1126,0.5624375624375625,0.1652886324452977,5000243,0.4996746776280636,0.2891420649130242,867,1098,147,485,102630,97703,31564,SSP
31999638,5002,10050,1,2,15118,0.7521393034825871,0.2499908465936491,1,100,504407,0.501897512437811,0.2905520075619675,67,707.0,1,51,5519,0.5517896420715857,0.1523569952771775,252330,0.5045590881823635,0.2892678263872632,6274,18103,68770,31598,2524941,7052723,230655,Network Simplex
32001048,1002,1970,1,2,2945,0.7474619289340102,0.249987116058536,1,9980,10034852,0.510404158570949,0.2879124731093241,68,316.0,1,51,1119,0.5589410589410589,0.1612342427694442,5120181,0.5125316567200334,0.2852004727909243,569,741,60,142,30450,61111,15385,SSP
32002769,2002,3920,1,10,21407,0.5460969387755102,0.2879467616446646,1,9999,19594467,0.4999088429251088,0.2887187393085128,409,4472.0,1,101,6420,0.320839580209895,0.1732497821329629,9976005,0.4986008345962032,0.2887164083883804,2027,6361,7509,3528,627146,872515,118127,Network Simplex
32008504,10002,20000,1,10,109319,0.546595,0.2881794683439471,1,1000,9966032,0.4983016,0.28916662521363,387,10000.0,1,101,31512,0.3500983235009832,0.1891645577526773,4967156,0.4966659334066593,0.2888760965335074,23035,84534,690986,170142,28119916,115816583,1493971,Network Simplex
32014021,502,1040,1,2,1573,0.75625,0.2499218627891525,6,9993,5170279,0.4974904548568614,0.2840365664479506,13,223.0,1,11,556,0.5548902195608783,0.1563079447021094,2496349,0.5000735181583842,0.2824615070416797,86,288,46,74,7906,34558,2913,SSP
32014031,502,1040,2,9995,5163856,0.4967730018855582,0.2919522570190341,2,9998,5327945,0.5124048848231184,0.2898534081556534,33084,223.0,1,11,1292909,0.3125038370824348,0.2083314316134441,2554187,0.509919748420742,0.2978902941257321,162,637,116,234,5013,19067,4808,SSP
32020882,502,960,1,10,5185,0.5401041666666667,0.2811545941576844,10,9993,4816401,0.5020598794155909,0.2862484981079831,230,2236.0,1,51,1649,0.3657130184076292,0.1981564756881771,2522990,0.5041453782793808,0.2869106649391214,260,1306,783,762,23217,37133,10148,Network Simplex
32026685,502,960,1,1000,473788,0.4935291666666666,0.2849562743930587,1,999,482825,0.5034461544878212,0.2856555395076627,19440,223.0,1,51,138530,0.3380281002786602,0.2103634193609349,253229,0.5064600258401033,0.2875867837296111,488,1820,1138,1225,46435,44248,14218,Network Simplex
32032796,502,1095,1,100,54288,0.4957808219178082,0.2885686727654399,1,1000,541494,0.4945150684931507,0.2868388590332197,133,223.0,1,6,12488,0.3237162039557249,0.2089073263925228,239088,0.4772215568862275,0.2845164066325263,82,579,183,482,2385,9002,2357,Network Simplex
32035514,52,105,3,9890,534360,0.5145746063845154,0.2808492990970962,22,1000,51918,0.4944571428571429,0.2750498146594862,16622,70.0,1,6,145749,0.3998633733610976,0.254485663076626,26610,0.5270350564468211,0.2833543891718477,28,74,11,17,128,208,209,SSP
32036051,5002,10050,2,10000,49991161,0.4974244875621891,0.2880911282692058,1,100,507891,0.5053641791044776,0.2903963866914163,176222,707.0,1,51,13223609,0.2921114628157002,0.1874512188364724,253782,0.5074625074985003,0.2902515644228317,8288,78829,123416,67523,3461314,8845526,413371,Network Simplex
32038511,1002,2090,1,10,11367,0.5438755980861244,0.2855923146201536,1,10,11457,0.5481818181818181,0.2881537426138,36,316.0,1,11,3064,0.3401043401043401,0.1834698535845622,5536,0.5530469530469531,0.2901878663821273,519,3441,7502,5312,59583,194408,22068,Network Simplex
32040948,252,545,1,1000,275657,0.5057926605504587,0.2849611966844911,1,100,27720,0.5086238532110091,0.2938053649247189,1913,158.0,1,6,66356,0.2980456977052332,0.1900549704799341,12152,0.4841434262948207,0.2940261177428864,66,515,281,413,2617,6823,1403,Network Simplex
32044177,202,390,1,2,591,0.7576923076923077,0.2498816287812428,9,9998,1957424,0.5020039905416981,0.2866707924955671,29,1414.0,1,21,226,0.5621890547263682,0.165006208475393,1015984,0.5055657897748703,0.29169812612677,68,256,70,114,2478,4776,1565,Network Simplex
32047744,202,390,3,1000,203679,0.5222538461538461,0.2971955148108205,2,1000,199034,0.5103435897435897,0.2983532064386806,8013,1414.0,1,21,58163,0.3432599753309373,0.2291612489594034,105731,0.5265514270489395,0.3003437143406975,115,552,416,294,8852,20445,3772,Network Simplex
32050507,5002,10050,1,1000,5031195,0.5006164179104478,0.2894657529285838,1,10000,50192168,0.4994245572139303,0.2920364116974838,16723,70710.0,1,51,1332202,0.3197924640762123,0.2043144738731068,24743168,0.4948138885074271,0.2914798646657069,6230,36565,149626,81660,6502777,21646125,536441,Network Simplex
32053314,1002,2030,1,100,103592,0.5103054187192118,0.2834047138679219,1,100,101635,0.5006650246305419,0.288149525203922,655,316.0,1,21,28598,0.3283842594187421,0.2014835177615824,50440,0.5038961038961038,0.2898213394248587,1188,6074,7929,5205,132443,336717,24518,Network Simplex
32058690,102,215,1,2,329,0.7651162790697674,0.2495425777439291,2,996,107801,0.5034136546184739,0.2908398396877795,7,1000.0,1,6,113,0.5594059405940595,0.1617835112709721,53210,0.5326912873289352,0.3111934248560065,19,148,41,141,674,1815,343,Network Simplex
32060815,202,410,1,2,613,0.7475609756097561,0.2499881020369245,32,9989,1995905,0.4873421739523232,0.2970059639952347,13,141.0,1,11,221,0.5497512437810945,0.1496677508108589,1004414,0.5002587423280036,0.2983158855070502,45,173,21,33,1506,4512,991,SSP
32064470,1002,2030,1,999,1040087,0.5128709990778956,0.2877762318929295,2,9999,10382942,0.5115261279822564,0.2811185911906186,6654,3162.0,1,21,281324,0.336578391668212,0.21209591222567,5140508,0.5138455700793103,0.2786014566477616,453,1474,405,535,127452,401885,17973,SSP
32065261,252,545,3,993,271966,0.5025379491301496,0.2853970626434324,1,10,2884,0.5291743119266055,0.2760339310360995,1285,158.0,1,6,63047,0.3257889324672774,0.2026445622189189,1378,0.549003984063745,0.2744589098776334,276,1084,2027,1426,8537,22860,2188,Network Simplex
32066060,502,1040,2,999,526709,0.5069579194579195,0.2906276591001454,11,9999,5242958,0.5041809950225792,0.2861640494197824,3151,223.0,1,11,132917,0.3099338705766038,0.1996097019731963,2619493,0.5233238857087147,0.291080148513992,119,705,181,128,9353,27617,3462,Network Simplex
32068068,252,545,1,995,282444,0.5208501221704854,0.2808387507744165,5,999,274066,0.5033767712666796,0.29097487034843,1606,1581.0,1,6,71341,0.3500333640806233,0.2143057630366315,128930,0.5141795181635819,0.286936199852099,50,448,206,509,5230,20583,1823,Network Simplex
32071357,102,200,1,2,299,0.7475,0.2499874996874843,123,9987,1030103,0.5157219385200761,0.2879108414178642,14,1000.0,1,11,111,0.5495049504950495,0.149337654742558,506756,0.509482751687029,0.3119366826699598,50,78,16,22,598,1088,401,SSP
32078031,202,390,1,2,585,0.75,0.25,11,9983,1943206,0.4991064296483509,0.2865732184150498,26,141.0,1,21,228,0.5671641791044776,0.1705023829671024,1045774,0.5211715637977596,0.2919606860395077,107,139,38,47,537,896,629,SSP
32080281,102,200,1,10,1060,0.53,0.2796426290821913,1,100,10358,0.5179,0.2763486746847178,40,100.0,1,11,319,0.3509350935093509,0.2012870658820716,5300,0.5247524752475248,0.2642365953751624,85,252,127,148,1186,2673,686,Network Simplex
32082705,5002,9950,1,10,54457,0.5473065326633166,0.2885456192345239,1,10000,49491215,0.4973991457286432,0.2871173074992204,417,7071.0,1,101,15866,0.3525072763225133,0.1912732681708734,25123242,0.5025151216630737,0.2872918211172201,13930,32596,31176,27153,5768496,18630832,1309195,Network Simplex
32084932,27,50,1,10,279,0.558,0.2623661563540541,10,990,26202,0.5293333333333333,0.2993265890248566,30,50.0,1,6,92,0.5897435897435898,0.2664693550105965,14058,0.5632211538461539,0.3020646503438359,9,35,7,7,108,101,132,SSP
32088168,252,545,1,10,3029,0.5557798165137615,0.287361593578868,9,9992,2745601,0.5041833466773419,0.2868619982128156,16,158.0,1,6,770,0.3834661354581673,0.2038976235395236,1269780,0.5069022507165726,0.3057547876355859,47,259,27,40,1228,5656,847,SSP
32091764,2002,3920,5,9997,19456330,0.4964838941478361,0.2888171361294561,7,10000,19437731,0.4958604846938775,0.2880413733520242,359312,4472.0,1,101,5396192,0.2959881051681381,0.1906426605078862,9829115,0.4914067076105804,0.291544652995428,2045,8354,8361,5577,902554,1975301,142701,Network Simplex
32100425,2502,5000,1,10,27534,0.5506800000000001,0.2885195619017885,1,1000,2535566,0.5071132,0.2905739409956784,199,5000.0,1,51,8005,0.3556355235683504,0.1944435077313892,1272368,0.5087437025189924,0.2910593335920658,7491,16549,117597,58897,2891217,11679564,137999,Network Simplex
32104141,102,185,12,996,88628,0.4809942472593075,0.2926333127251344,18,9993,976995,0.5284753381421049,0.2862201575693975,9014,100.0,1,21,26466,0.3870599763078228,0.2647735383790459,553083,0.5479905240599112,0.2786747853379988,41,252,25,35,410,493,518,SSP
32106650,1002,2030,4,9995,10234978,0.5044383275381533,0.2916070021525229,1,9997,10177622,0.5015111429980719,0.2879859951417639,66696,31622.0,1,21,2666562,0.3315780559992658,0.2119517251609768,5146205,0.514260671807936,0.2860401629657321,608,4170,5752,6033,139915,404543,28362,Network Simplex
32106998,27,50,3,100,2540,0.508,0.3280914506658166,61,9743,274605,0.5636970132402751,0.2982860415930622,153,50.0,1,6,728,0.3294117647058823,0.2565096072273839,135141,0.5931451294340716,0.2844582558618763,9,28,6,6,67,56,59,SSP
32107670,102,215,1,2,338,0.786046511627907,0.2473876492459944,73,9991,1110416,0.5169378021614802,0.2903658359078118,7,1000.0,1,6,114,0.5643564356435643,0.1674409358939382,547853,0.5429173384759154,0.2680158566039343,17,77,14,26,531,1111,324,SSP
32113274,102,185,87,9977,889152,0.4817306832742334,0.2757520273782804,41,9912,882803,0.481427371681609,0.2811863675948287,87224,1000.0,1,21,291372,0.3489622943182185,0.2227617723453135,489530,0.4978769063347013,0.2765380809048802,30,206,37,34,664,766,543,Network Simplex
32115016,52,95,1,10,523,0.5505263157894736,0.2937502283844223,25,9958,454315,0.4802433378082684,0.3114074260179071,42,70.0,1,11,174,0.4873949579831932,0.2671511264440642,225999,0.4584474385657428,0.3052369639923205,19,102,17,20,161,224,244,SSP
32115367,502,1040,1,2,1570,0.7548076923076923,0.2499537679145376,6,9997,5222943,0.5023567647217242,0.2876264753543243,12,22360.0,1,11,555,0.5538922155688623,0.1550539805535814,2436620,0.4864972465791633,0.2836401697679678,109,842,721,1518,18307,47789,4123,Network Simplex
32118629,502,960,1,2,1431,0.7453125,0.2499560508244399,3,10000,4739416,0.4936891666666666,0.2892080906100407,66,2236.0,1,51,564,0.562874251497006,0.1657828526934985,2447499,0.488767138060048,0.2892296317696234,240,1499,569,760,26630,48784,10718,Network Simplex
32127582,252,455,2,999,228022,0.5016489016489016,0.2950628467861043,1,998,226522,0.4988482459424343,0.290503922333764,22018,158.0,1,51,73467,0.3467976435490266,0.2302426890859407,124497,0.4969979800237926,0.2967232702565437,361,506,349,277,10745,12277,4914,CAS
32135362,502,1095,1,100,57264,0.522958904109589,0.286339539086835,1,100,56388,0.5149589041095891,0.2846219525008118,155,2236.0,1,6,14125,0.3240645146488631,0.2074300570202115,26066,0.5202794411177645,0.2864733631263563,199,1625,3700,3378,34330,131772,5061,Network Simplex
32139501,52,105,64,9909,578217,0.555740091979874,0.2923033236977346,5,996,53342,0.5100592847580799,0.3076828399760523,21929,70.0,1,6,160140,0.4029774127310062,0.2470280369138582,28098,0.5531537916371368,0.3113187902749944,15,95,23,14,220,271,228,CAS
32146043,27,50,300,9718,253772,0.5222720724428894,0.2811584787180531,78,990,26695,0.5392929292929293,0.3078944460346596,17028,500.0,1,6,80264,0.4390041130655465,0.2668819833929893,15102,0.5867132867132867,0.3153959380677817,11,76,20,61,220,418,282,Network Simplex
32148230,502,1095,1,10,6009,0.5487671232876712,0.2913922423797891,2,1000,547360,0.4998721461187214,0.2933807694632147,18,2236.0,1,6,1510,0.3013972055888224,0.1722750316763792,250797,0.5005928143712575,0.2983459088133306,112,706,389,1103,8518,46344,3021,Network Simplex
32152325,10002,20000,1,1000,9942637,0.49713185,0.2895118768989926,1,9999,100026707,0.5001835533553356,0.2871900027850251,33348,100000.0,1,101,2638704,0.3133539377653683,0.2008514931092706,49612849,0.4961781177353359,0.2861261023702661,28037,106928,1066449,205758,34835057,144575587,2060763,Network Simplex
32154565,502,1040,1,100,51829,0.4983557692307692,0.2939582132218151,1,1000,539624,0.5188692307692307,0.2863995867385699,267,223.0,1,11,12912,0.3142982328026873,0.2086309764339583,259186,0.5173373253493014,0.286689438792923,102,490,80,171,12930,54652,4199,SSP
32154688,2002,4080,1,2,6141,0.7525735294117647,0.2499867535417963,1,100,204518,0.5012696078431372,0.289531240242425,25,447.0,1,21,2195,0.5484757621189406,0.1479458737054134,99906,0.4992803598200899,0.2879118532493057,791,5378,7480,6752,306328,885479,35972,Network Simplex
32159391,1002,2030,32,9996,10239315,0.5046015943323142,0.2887988357290458,2,9998,9909320,0.4882414906626645,0.2914912221260313,57863,31622.0,1,21,2697124,0.320803615957801,0.2027367279479901,4792042,0.4788212387732291,0.2891140366579146,610,5419,5755,5692,231682,610229,28755,Network Simplex
32160046,1002,2030,1,1000,1003325,0.4942487684729064,0.2903239819045727,5,10000,9908769,0.4881166995073892,0.2884631540650316,6373,316.0,1,21,261845,0.2935840814628693,0.1923746583411802,4903544,0.4898645354645355,0.2867547498550713,302,1443,152,345,37012,145117,12531,SSP
32160761,202,410,1,2,602,0.7341463414634146,0.249496816635013,15,9993,2063392,0.5036188746756877,0.2902252220621238,12,1414.0,1,11,213,0.5298507462686567,0.1184664766148324,1013471,0.5045676251983354,0.2893958525854642,49,228,72,128,1631,4592,751,Network Simplex
32165866,27,50,1,10,299,0.5980000000000001,0.2774815309169243,1,98,2353,0.4802040816326531,0.2702630338304279,32,50.0,1,6,96,0.5274725274725275,0.2369654797016244,1151,0.4611378205128205,0.2943948313790269,11,44,15,20,205,247,411,Network Simplex
32169223,52,105,2,100,5257,0.5006666666666667,0.2718096906596745,15,975,52290,0.5107692307692308,0.2675577110992453,150,70.0,1,6,1519,0.4445419959028387,0.2340452020083065,23259,0.4740736211324446,0.2731049710071279,15,48,7,10,147,338,267,SSP
32170358,252,545,1,2,812,0.744954128440367,0.249949073173324,1,100,26864,0.4929174311926605,0.2913135744983045,7,158.0,1,6,270,0.5378486055776892,0.1322565153203014,12335,0.4914342629482072,0.2931045777319163,54,229,95,179,1939,5274,884,Network Simplex
32176810,10002,20000,1,10,110541,0.552705,0.2873807282595685,1,10000,100375017,0.501875085,0.2868628000242324,401,100000.0,1,101,32223,0.3221977802219778,0.1730324110031018,50082046,0.5007703829617038,0.2864800928448321,23572,76929,857849,146847,28923063,150071362,1601154,Network Simplex
32179041,402,800,1,1000,392346,0.4904325,0.2857018077362305,12,9999,4051944,0.5065436543654366,0.2817918045848034,6978,20000.0,1,21,104805,0.2959899232665787,0.1915576075480811,2048347,0.5108608117669622,0.2847013453185064,208,1325,906,1464,29149,73441,9935,Network Simplex
32186616,2502,5000,1,100,253961,0.507922,0.2915913268874779,1,9991,25191409,0.5042820338304473,0.2853693881811083,1764,500.0,1,51,68172,0.2869252299080368,0.1840870343370093,12502479,0.5007003208332051,0.2823559298705439,4293,3795,1058,578,147663,598198,60018,CAS
32186643,502,1040,1,100,52019,0.5001826923076923,0.2876139661883574,1,1000,525399,0.5051913461538462,0.297190716612238,244,2236.0,1,11,13116,0.3079957731595632,0.1983945622569861,252436,0.5038642714570858,0.3025441581087077,139,1256,958,862,15888,32277,5587,Network Simplex
32194552,1002,1910,1,1000,955542,0.5002837696335078,0.2881820906658744,1,9998,9442013,0.4944451193903703,0.2848162465723862,41378,316.0,1,101,282802,0.3163711987900117,0.2035073758698574,4855969,0.4852088299777837,0.2813204688337782,856,1735,196,185,63305,58840,23421,CAS
